dt	f	t	l	d
2014072115	022	033	8	1645
2014072115	010	011	2	381
2014072115	022	003	136	10416
2014072115	061	061	119	13936
2014072116	003	003	1428	16197
2014072116	003	003	1428	16505
2014072116	022	011	224	12276
2014072116	061	094	27	5623
2014072116	094	094	107	16840
2014072116	061	061	108	14261
2014072116	011	020	60	5586
2014072116	003	020	19	3608
2014072116	022	037	178	7996
2014072116	061	052	30	7951
2014072116	052	097	130	2440
2014072116	022	037	162	7379
2014072116	096	096	29	2395
2014072116	058	058	16	2317
2014072116	094	097	25	3585
2014072116	096	096	98	8247
2014072116	022	061	24	8192
2014072117	097	056	386	21788
2014072117	020	061	39	8596
2014072117	013	001	383	15478
2014072117	097	100	12	1421
2014072117	020	020	24	3591
2014072117	097	010	30	4322
2014072117	010	011	2	381
2014072117	100	056	362	20550
2014072117	010	011	5	379
2014072117	011	003	13	2021
2014072117	020	022	4	692
2014072117	061	026	31	7187
2014072118	097	102	80	3614
2014072118	011	010	13	1713
2014072118	003	011	96	1921
2014072118	053	026	147	14012
2014072118	053	026	147	14008
2014072118	022	033	26	2376
2014072118	058	094	10	2235
2014072118	061	058	6	1137
2014072118	026	010	57	8333
2014072118	011	010	11	1502
2014072118	010	026	20	2777
2014072118	010	026	20	2654
2014072118	058	011	26	5752
2014072118	094	061	29	6003
2014072118	061	061	51	11412
2014072118	011	010	7	1357
2014072118	094	001	25	2178
2014072118	053	010	30	4629
2014072118	026	011	26	510
2014072118	013	037	11	1476
2014072118	003	001	75	7961
2014072118	061	022	41	8174
2014072118	102	102	41	2730
2014072118	102	102	38	2476
2014072118	053	061	10	1968
2014072118	011	102	27	5505
2014072118	014	013	5	287
2014072118	052	061	22	2934
2014072118	052	061	21	2920
2014072118	052	058	13	2836
2014072118	037	013	31	1562
2014072118	001	025	109	12731
2014072118	052	011	88	9338
2014072118	056	061	95	18729
2014072118	052	061	25	3277
2014072118	052	061	24	3026
2014072119	061	061	30	5039
2014072119	013	011	11	1035
2014072119	026	037	20	2050
2014072119	020	020	28	1629
2014072119	026	037	18	2115
2014072119	061	061	44	7598
2014072119	024	003	638	7028
2014072119	010	001	8	1974
2014072119	011	102	114	13599
2014072119	013	025	27	3446
2014072119	010	003	119	16899
2014072119	010	010	22	1739
2014072119	061	094	101	4416
2014072119	011	010	2	385
2014072119	010	003	114	17158
2014072119	061	056	85	8206
2014072119	061	056	85	7602
2014072119	020	056	31	7218
2014072119	061	053	65	7263
2014072119	061	053	65	7222
2014072119	011	100	41	5311
2014072119	037	022	5	1231
2014072119	061	100	156	13565
2014072119	058	058	117	14618
2014072119	061	100	525	13656
2014072119	001	010	13	1941
2014072119	001	061	35	4670
2014072119	037	001	27	3808
2014072119	037	001	27	4002
2014072119	053	001	21	2789
2014072119	058	058	48	5817
2014072119	058	061	8	1584
2014072119	010	011	2	375
2014072119	061	025	51	7369
2014072119	026	010	16	1084
2014072119	020	020	36	614
2014072119	010	011	2	375
2014072119	037	096	94	22247
2014072119	058	058	96	14042
2014072120	058	058	36	7214
2014072120	061	061	62	7287
2014072120	001	001	40	3175
2014072120	011	010	3	400
2014072120	056	001	24	3118
2014072120	056	058	21	3336
2014072120	011	094	23	4463
2014072120	056	058	21	3369
2014072120	010	053	24	4633
2014072120	010	053	24	4641
2014072120	100	102	6	743
2014072120	001	025	25	3814
2014072120	003	001	3	618
2014072120	010	010	49	859
2014072120	010	026	8	1415
2014072120	094	061	20	4655
2014072120	102	061	85	12121
2014072120	033	033	42	6626
2014072120	001	096	13	1723
2014072120	010	061	111	12527
2014072120	010	061	109	12546
2014072120	001	061	40	8306
2014072120	001	061	38	8053
2014072120	053	001	95	13191
2014072120	053	001	95	13111
2014072120	061	094	22	3203
2014072120	058	058	80	7967
2014072120	058	058	80	10177
2014072120	053	052	31	1445
2014072120	096	094	29	4128
2014072120	053	053	27	3777
2014072120	061	061	24	5782
2014072120	011	001	43	4610
2014072120	058	058	25	4572
2014072120	026	001	16	3032
2014072120	003	001	137	18361
2014072121	003	061	20	5186
2014072121	056	056	14	2589
2014072121	037	033	67	5382
2014072121	094	058	37	7910
2014072121	094	094	3	65
2014072121	010	094	132	19813
2014072121	094	100	26	4976
2014072121	023	023	29	271
2014072121	094	033	26	4231
2014072121	001	003	4	579
2014072121	022	056	38	6497
2014072121	022	056	37	6520
2014072121	001	002	522	4665
2014072121	020	025	23	2964
2014072121	020	025	23	3022
2014072121	056	058	63	11900
2014072121	094	100	28	4737
2014072121	003	033	43	6185
2014072121	061	058	8	1151
2014072121	010	001	19	1978
2014072121	056	058	60	11957
2014072121	001	001	88	7328
2014072121	058	053	458	1478
2014072121	003	094	81	6358
2014072121	096	102	21	3459
2014072121	003	094	80	6567
2014072121	096	097	22	2995
2014072121	056	056	33	8643
2014072121	025	003	28	4186
2014072121	001	001	78	7369
2014072121	001	001	15	1325
2014072121	025	033	7	1135
2014072121	025	033	7	1114
2014072121	011	011	37	2995
2014072121	001	003	6	700
2014072121	100	003	101	19991
2014072121	100	102	26	5164
2014072121	023	025	64	7918
2014072121	023	025	64	7947
2014072121	033	056	25	5182
2014072121	033	056	25	5111
2014072121	102	094	33	7547
2014072121	056	061	11	1476
2014072121	102	053	432	8143
2014072121	056	058	2	320
2014072121	003	096	17	2987
2014072121	094	011	92	7577
2014072121	061	061	9	1707
2014072121	033	094	25	3914
2014072121	058	061	6	1135
2014072121	020	053	49	6793
2014072121	061	061	14	1398
2014072122	061	001	64	8717
2014072122	061	001	63	8997
2014072122	058	056	23	4551
2014072122	061	061	91	11163
2014072122	011	001	15	2325
2014072122	026	011	11	880
2014072122	094	003	76	16423
2014072122	056	061	8	1453
2014072122	010	011	14	387
2014072122	056	061	8	1468
2014072122	102	094	26	4465
2014072122	011	037	27	4175
2014072122	033	058	20	5431
2014072122	056	056	96	13859
2014072122	010	010	48	5225
2014072122	001	061	38	7277
2014072122	011	056	25	5482
2014072122	061	061	68	5448
2014072122	102	011	27	5640
2014072122	011	056	26	5507
2014072122	061	061	6	947
2014072122	061	061	6	918
2014072122	010	010	44	5303
2014072122	058	056	91	13417
2014072122	001	001	102	5829
2014072122	001	001	99	5797
2014072122	024	037	19	1964
2014072122	024	037	18	2366
2014072122	094	033	48	4126
2014072122	094	033	49	4073
2014072122	056	094	15	1770
2014072122	056	094	14	1778
2014072122	011	010	16	2080
2014072122	058	058	58	8623
2014072122	058	058	57	8619
2014072123	094	011	40	5051
2014072123	037	033	22	2646
2014072123	037	033	23	2552
2014072123	094	011	39	5119
2014072123	058	058	172	17614
2014072123	058	053	180	17644
2014072123	058	058	166	19352
2014072123	058	056	36	4837
2014072123	024	058	45	8811
2014072123	033	024	11	1210
2014072123	033	024	10	1108
2014072123	061	058	26	2274
2014072123	003	011	52	3444
2014072123	001	011	24	2407
2014072123	003	011	53	3506
2014072123	024	023	33	2799
2014072123	001	011	23	2581
2014072123	056	026	119	13808
2014072123	053	053	62	18324
2014072123	011	011	10	1796
2014072123	056	026	114	13636
2014072200	033	023	25	2017
2014072200	033	023	24	2017
2014072200	037	003	26	3749
2014072200	011	026	11	1098
2014072200	011	026	9	1127
2014072200	003	056	17	3802
2014072200	056	100	7	1625
2014072201	094	094	63	3787
2014072201	026	020	21	3430
2014072202	058	001	52	42571
2014072202	058	001	47	6728
2014072202	058	001	46	6765
2014072203	003	026	1003	3085
2014072203	003	026	976	3085
2014072203	003	026	771	3085
2014072203	003	026	668	3085
2014072203	003	026	30	3085
2014072203	003	026	25	3085
2014072203	003	026	23	2481
2014072203	003	026	24	3144
2014072203	026	003	127	13440
2014072203	026	003	127	13595
2014072204	026	020	17	2697
2014072204	026	020	17	2989
2014072204	026	020	17	2719
2014072206	102	058	20	6787
2014072207	061	061	25	5846
2014072207	061	061	33	5731
2014072207	061	061	30	5701
2014072207	011	001	17	2740
2014072207	094	094	163	18514
2014072207	056	058	29	6577
2014072208	025	020	9	1474
2014072208	061	061	27	6575
2014072208	094	061	15	3199
2014072208	011	010	2	392
2014072208	011	026	8	1114
2014072208	011	058	28	7118
2014072208	010	052	404	8537
2014072208	010	052	403	8398
2014072209	020	022	3	661
2014072209	020	022	3	673
2014072209	094	056	12	2395
2014072209	022	026	36	4551
2014072209	033	024	27	2907
2014072210	024	020	10	1198
2014072210	011	094	28	5174
2014072210	020	022	5	657
2014072210	094	061	17	3207
2014072210	020	011	24	2617
2014072210	024	001	22	4016
2014072210	058	094	11	2095
2014072211	011	001	18	2421
2014072211	011	037	18	2017
2014072211	022	020	4	671
2014072211	001	033	22	3022
2014072211	058	052	244	1807
2014072211	058	094	15	2103
2014072211	053	057	517	8302
2014072211	053	057	515	8268
2014072211	061	061	25	5464
2014072211	020	022	2	663
2014072211	058	056	112	7271
2014072211	024	024	35	4819
2014072212	094	094	184	29261
2014072212	020	013	29	2086
2014072212	061	061	23	1641
2014072212	026	061	30	7322
2014072212	033	061	56	9478
2014072213	033	024	12	943
2014072213	023	024	16	2364
2014072213	061	058	7	1133
2014072213	058	056	24	3406
2014072213	001	001	15	1290
2014072213	020	022	4	675
2014072213	056	061	8	1460
2014072214	094	058	14	2082
2014072214	013	013	4	547
2014072214	001	001	21	4000
2014072214	026	008	46	3689
2014072214	026	008	43	3730
2014072214	058	053	43	8100
2014072214	010	011	116	7379
2014072214	094	053	5	1294
2014072214	037	021	8	822
2014072214	094	094	207	6526
2014072214	021	033	24	2442
2014072215	007	007	67	2918
2014072215	007	007	66	2918
2014072215	097	057	303	1041
2014072215	003	094	153	8278
2014072215	026	011	57	2323
2014072215	003	094	149	8351
2014072215	003	057	282	6516
2014072215	097	102	305	2176
2014072215	033	037	17	2203
2014072215	021	011	59	4092
2014072215	021	011	59	4039
2014072215	009	011	7	886
2014072215	021	011	59	4580
2014072215	003	057	270	6534
2014072215	022	020	3	686
2014072215	052	001	187	1725
2014072215	058	058	16	2264
2014072215	026	003	15	1897
2014072215	021	022	4	430
2014072215	010	001	17	1995
2014072215	010	001	17	1970
2014072215	094	094	31	6873
2014072216	013	020	25	2666
2014072216	020	022	7	673
2014072216	003	011	10	1617
2014072216	010	094	139	12178
2014072216	022	021	3	426
2014072216	037	021	8	804
2014072216	011	011	21	1600
2014072216	094	094	278	8780
2014072216	021	037	34	4196
2014072216	011	002	54	4945
2014072216	011	002	53	4665
2014072216	011	008	37	3214
2014072217	037	033	14	1839
2014072217	094	061	60	3497
2014072217	056	056	98	9913
2014072217	011	002	24	2554
2014072217	009	011	8	873
2014072217	033	033	165	27497
2014072217	056	003	87	11800
2014072217	056	003	87	11768
2014072217	020	094	66	11016
2014072217	003	094	20	3109
2014072217	008	002	15	1739
2014072217	056	058	5	320
2014072217	053	094	12	1343
2014072217	097	094	81	9221
2014072217	020	024	25	2830
2014072217	003	002	22	1578
2014072218	061	061	3	65
2014072218	061	094	19	3212
2014072218	097	057	373	9123
2014072218	061	094	23	3575
2014072218	097	097	104	10022
2014072218	061	094	16	3224
2014072218	097	057	107	4627
2014072218	013	037	24	2920
2014072218	022	020	4	663
2014072218	094	010	134	8525
2014072218	094	010	148	8627
2014072218	026	013	4	682
2014072218	003	003	150	17015
2014072218	058	011	30	5864
2014072218	058	058	55	13413
2014072218	061	056	8	1466
2014072218	033	053	28	5627
2014072218	094	053	89	10412
2014072218	094	053	89	10412
2014072218	026	011	22	1794
2014072218	001	010	25	2652
2014072218	020	011	57	7751
2014072218	001	058	24	3640
2014072218	009	011	7	873
2014072218	061	009	30	6048
2014072218	094	094	118	11094
2014072218	094	097	25	3477
2014072218	094	056	30	1758
2014072218	009	056	45	4717
2014072219	003	001	4	624
2014072219	053	061	28	5631
2014072219	011	097	88	5754
2014072219	056	056	129	21755
2014072219	056	056	98	21755
2014072219	056	056	96	21755
2014072219	003	003	112	16917
2014072219	020	033	22	4610
2014072219	053	053	234	18431
2014072219	001	094	24	2062
2014072219	013	023	27	3759
2014072219	009	011	5	888
2014072219	011	094	136	15415
2014072219	011	094	136	15756
2014072219	011	094	136	15525
2014072219	037	013	12	1539
2014072219	022	061	28	8219
2014072219	097	102	17	3022
2014072219	097	094	8	1553
2014072219	094	056	13	1801
2014072219	094	026	335	12062
2014072219	056	061	23	3330
2014072219	061	061	114	15321
2014072219	061	061	23	5174
2014072219	061	061	113	15490
2014072219	056	058	36	5764
2014072219	057	001	27	4014
2014072219	094	003	93	13679
2014072219	061	102	25	4678
2014072219	094	003	87	13789
2014072219	020	024	16	1345
2014072219	033	033	133	19100
2014072219	056	102	23	3934
2014072219	094	003	83	13703
2014072219	033	033	132	19554
2014072219	053	102	21	3393
2014072219	056	058	24	2783
2014072219	056	056	27	630
2014072219	021	024	6	945
2014072219	061	061	51	5872
2014072219	053	094	11	1286
2014072219	053	094	13	1255
2014072219	024	033	4	1041
2014072219	011	011	6	563
2014072219	003	061	19	5217
2014072219	061	094	43	3299
2014072219	061	094	44	3979
2014072219	011	026	248	29968
2014072219	033	061	25	6567
2014072219	022	022	58	7573
2014072219	011	011	51	6328
2014072219	096	096	26	4241
2014072219	102	102	9	1037
2014072219	094	058	35	3412
2014072220	011	094	22	4427
2014072220	061	061	65	9299
2014072220	053	094	33	6481
2014072220	102	100	15	2121
2014072220	002	053	31	3013
2014072220	102	100	14	2276
2014072220	002	053	29	2981
2014072220	013	020	26	4302
2014072220	002	002	3	67
2014072220	094	061	25	3489
2014072220	002	053	29	3052
2014072220	094	053	12	1323
2014072220	056	056	186	22911
2014072220	102	102	25	1047
2014072220	058	056	39	328
2014072220	002	094	119	8917
2014072220	037	096	45	9726
2014072220	007	037	24	3667
2014072220	057	057	117	18445
2014072220	022	020	5	663
2014072220	011	007	86	4498
2014072220	001	037	302	12911
2014072220	001	037	302	12976
2014072220	022	056	61	6669
2014072220	033	061	170	12674
2014072220	001	025	22	3806
2014072220	037	013	30	1541
2014072220	053	061	12	2109
2014072220	025	097	61	6656
2014072220	100	001	22	2932
2014072220	053	058	16	2954
2014072220	058	058	56	8217
2014072220	100	001	19	2915
2014072220	096	094	8	1345
2014072220	037	020	11	1492
2014072220	041	011	11	1547
2014072220	010	011	20	2011
2014072220	094	033	99	12752
2014072220	058	058	37	5552
2014072220	033	033	97	16617
2014072220	061	094	26	3199
2014072220	061	053	100	15484
2014072220	061	053	104	15165
2014072220	102	001	28	4028
2014072220	001	022	94	5799
2014072220	001	001	26	3710
2014072220	011	007	58	4382
2014072220	002	002	29	1386
2014072220	002	002	29	1594
2014072220	001	022	93	5686
2014072220	011	001	9	2338
2014072220	061	061	71	9460
2014072220	001	094	111	11153
2014072220	024	033	11	1208
2014072220	053	094	116	15576
2014072220	024	033	12	1029
2014072220	001	003	4	622
2014072220	001	003	4	620
2014072220	001	094	108	11282
2014072220	094	026	249	3336
2014072220	094	026	250	3289
2014072220	003	026	17	1882
2014072220	001	026	31	3532
2014072220	053	094	79	6064
2014072220	020	053	109	16029
2014072220	037	037	27	4018
2014072220	094	011	26	4422
2014072220	010	007	37	3706
2014072220	058	013	247	11974
2014072220	058	013	246	11892
2014072220	058	058	178	14428
2014072220	058	058	178	13471
2014072220	094	033	25	4996
2014072221	001	011	27	4829
2014072221	026	021	27	3818
2014072221	002	002	20	1425
2014072221	002	002	21	1398
2014072221	102	102	163	14100
2014072221	025	037	28	2068
2014072221	011	009	20	855
2014072221	053	053	84	9773
2014072221	061	061	24	4561
2014072221	033	094	38	6023
2014072221	023	094	26	5298
2014072221	058	058	160	11541
2014072221	056	061	20	3132
2014072221	025	020	9	1449
2014072221	102	102	151	13914
2014072221	025	037	292	12247
2014072221	056	056	74	13091
2014072221	026	021	22	2715
2014072221	058	056	76	7594
2014072221	009	011	5	855
2014072221	094	094	114	14929
2014072221	001	001	147	18847
2014072221	058	056	81	7720
2014072221	100	097	6	626
2014072221	002	001	139	18177
2014072221	009	007	18	318
2014072221	009	007	16	318
2014072221	011	041	10	1421
2014072221	037	013	32	2893
2014072221	053	058	9	925
2014072221	037	009	12	2744
2014072221	061	061	103	9691
2014072221	057	009	81	9640
2014072221	057	009	80	9672
2014072221	007	007	11	976
2014072221	011	033	29	4772
2014072221	033	061	36	7418
2014072221	057	057	143	13754
2014072221	094	094	8	647
2014072221	023	023	390	21285
2014072221	094	053	5	1239
2014072221	011	022	29	5015
2014072221	020	022	5	692
2014072221	058	058	123	13046
2014072222	003	002	2	459
2014072222	022	013	18	2791
2014072222	002	020	25	5292
2014072222	022	020	5	669
2014072222	061	056	9	1455
2014072222	037	013	11	1547
2014072222	058	058	23	1721
2014072222	061	061	26	961
2014072222	061	061	128	33382
2014072222	094	001	65	6891
2014072222	053	056	20	653
2014072222	053	056	17	767
2014072222	053	056	12	739
2014072222	056	056	106	12854
2014072222	056	056	106	12854
2014072222	020	022	10	1427
2014072222	002	022	58	5488
2014072222	094	094	82	23387
2014072222	056	058	235	11355
2014072222	056	011	63	5774
2014072222	002	011	21	2340
2014072222	056	011	59	5831
2014072222	061	061	21	998
2014072222	058	056	49	4494
2014072222	056	011	57	5711
2014072222	056	011	54	6150
2014072222	002	102	80	9158
2014072222	002	001	4	177
2014072222	056	056	44	4100
2014072222	001	102	74	9046
2014072222	003	007	62	8280
2014072222	020	037	194	10673
2014072222	020	003	27	4390
2014072223	053	094	17	3259
2014072223	007	011	7	1129
2014072223	057	057	117	15539
2014072223	057	057	115	15651
2014072223	026	026	64	4602
2014072223	009	057	46	6054
2014072223	009	057	43	5974
2014072223	024	001	17	3996
2014072223	003	003	4	79
2014072223	094	001	126	19456
2014072223	094	001	125	19025
2014072223	011	041	6	1394
2014072223	003	003	365	25516
2014072223	061	061	15	1792
2014072223	013	026	4	673
2014072223	094	057	58	2801
2014072223	003	001	28	4337
2014072223	094	094	46	3087
2014072223	094	094	45	2603
2014072223	061	058	42	7338
2014072223	094	094	49	10720
2014072223	013	013	15	1116
2014072223	001	094	30	5158
2014072223	061	061	3	120
2014072223	061	061	20	3418
2014072223	094	011	27	4324
2014072223	011	011	151	10140
2014072223	011	011	147	9744
2014072223	094	058	13	2076
2014072300	025	037	13	2050
2014072300	011	009	8	847
2014072300	011	011	21	1051
2014072300	096	100	7	935
2014072300	020	022	3	669
2014072300	011	009	12	1688
2014072301	009	094	10	3046
2014072301	009	022	25	4998
2014072301	022	020	3	655
2014072301	020	020	24	579
2014072302	020	026	22	2552
2014072302	026	011	6	910
2014072302	001	003	65	3528
2014072303	001	003	53	2048
2014072304	007	007	2	240
2014072305	037	020	3	630
2014072308	025	020	8	1478
2014072308	058	020	313	9668
2014072308	020	020	304	5605
2014072308	058	056	107	8586
2014072308	058	056	69	8586
2014072308	011	058	25	5854
2014072308	011	011	4	232
2014072308	011	058	24	5827
2014072308	011	026	8	1110
2014072308	020	022	2	661
2014072309	058	061	6	1137
2014072309	020	023	3	994
2014072309	011	009	4	847
2014072309	094	058	9	2062
2014072309	061	002	46	5435
2014072309	020	024	4	1200
2014072309	020	024	5	1214
2014072310	094	061	14	3195
2014072310	094	061	17	3220
2014072310	102	061	10	2221
2014072310	021	022	2	418
2014072310	033	025	6	839
2014072310	094	061	25	3575
2014072310	002	003	89	3896
2014072311	061	056	40	2256
2014072311	061	061	27	5944
2014072311	003	025	49	4623
2014072311	011	009	3	859
2014072311	009	009	13	461
2014072311	061	061	25	5754
2014072311	061	053	13	2170
2014072311	026	026	13	1460
2014072311	011	020	41	6554
2014072311	002	102	17	3632
2014072312	009	025	24	4578
2014072312	102	014	507	32561
2014072312	102	014	445	32561
2014072312	102	014	436	30732
2014072312	011	009	5	861
2014072312	025	021	9	1274
2014072312	102	014	418	31138
2014072312	009	011	5	878
2014072312	102	001	24	4855
2014072312	094	094	28	1378
2014072312	021	020	31	3871
2014072313	025	022	5	808
2014072313	026	014	8	959
2014072313	023	024	26	3614
2014072313	002	003	4	434
2014072313	094	053	44	5991
2014072314	033	094	37	4890
2014072314	033	094	42	4919
2014072314	097	102	15	2993
2014072314	033	020	383	21148
2014072314	033	020	382	21038
2014072314	020	013	24	2135
2014072315	008	013	23	2383
2014072315	094	094	337	24028
2014072315	102	061	26	5691
2014072315	020	011	36	4725
2014072315	013	020	97	7291
2014072315	033	023	17	2299
2014072315	053	094	68	5678
2014072315	007	011	6	1392
2014072315	053	094	67	5537
2014072315	094	011	25	4857
2014072315	022	026	23	2969
2014072315	022	026	23	2977
2014072315	013	001	87	4425
2014072315	022	024	8	714
2014072316	024	021	451	29316
2014072316	058	094	9	2033
2014072316	096	001	278	17740
2014072316	096	001	276	17930
2014072316	026	041	8	1253
2014072316	020	025	98	3706
2014072316	020	025	97	3528
2014072316	094	094	70	10165
2014072316	024	021	428	29427
2014072316	102	094	153	8347
2014072316	096	096	62	3375
2014072316	102	094	151	8537
2014072316	021	003	27	5092
2014072316	023	001	28	5325
2014072316	023	025	10	443
2014072316	024	023	40	3038
2014072316	061	061	60	7287
2014072316	061	061	60	6904
2014072317	011	053	114	9368
2014072317	011	053	112	9438
2014072317	011	009	20	1607
2014072317	059	057	7	1070
2014072317	023	061	25	7718
2014072317	020	025	27	4143
2014072317	052	052	264	15325
2014072317	002	011	19	2238
2014072317	021	020	13	1306
2014072317	021	020	12	1300
2014072317	061	014	82	13156
2014072317	096	001	30	5868
2014072317	059	058	6	549
2014072317	061	061	71	8257
2014072317	058	052	8	1776
2014072317	020	013	17	2113
2014072317	026	001	49	4231
2014072317	026	001	49	4165
2014072317	052	033	16	3671
2014072317	102	094	19	2654
2014072318	061	058	6	1178
2014072318	096	096	42	1721
2014072318	020	052	27	5729
2014072318	058	052	7	1764
2014072318	094	094	85	12223
2014072318	094	094	85	12403
2014072318	026	010	8	849
2014072318	061	061	111	15137
2014072318	061	052	20	2903
2014072318	061	061	110	15098
2014072318	033	094	17	3867
2014072318	061	061	109	14361
2014072318	011	007	11	1292
2014072318	094	061	84	11465
2014072318	094	061	83	11588
2014072318	053	094	11	1276
2014072318	053	094	11	1302
2014072318	058	052	10	1845
2014072318	052	052	3	157
2014072318	009	009	104	8562
2014072318	052	053	16	2372
2014072318	052	053	113	7551
2014072318	061	007	31	5801
2014072318	024	003	109	8255
2014072318	052	003	116	11333
2014072318	052	041	58	7996
2014072318	011	002	14	2282
2014072318	025	003	98	8643
2014072318	056	052	20	3101
2014072318	052	003	111	11586
2014072318	056	052	19	3130
2014072318	053	061	29	6003
2014072318	052	052	57	9248
2014072318	052	052	56	9252
2014072318	022	033	8	1198
2014072318	001	020	41	4766
2014072319	102	061	139	11318
2014072319	033	052	17	3608
2014072319	053	003	169	17334
2014072319	003	061	96	15553
2014072319	061	061	121	12256
2014072319	053	003	168	17414
2014072319	061	061	120	12133
2014072319	003	061	95	15623
2014072319	008	008	25	922
2014072319	059	053	49	1562
2014072319	014	026	6	969
2014072319	011	102	44	5844
2014072319	007	011	9	1182
2014072319	058	033	130	15172
2014072319	058	061	10	1268
2014072319	002	061	29	6238
2014072319	009	011	5	888
2014072319	001	052	15	1784
2014072319	001	052	15	1835
2014072319	026	001	19	3009
2014072319	052	061	11	2864
2014072319	061	059	4	604
2014072319	003	003	28	2476
2014072319	061	058	54	7994
2014072319	094	061	58	8315
2014072319	094	061	58	8388
2014072319	061	010	25	6395
2014072319	056	061	17	1805
2014072319	026	053	100	8457
2014072319	003	003	23	2293
2014072319	001	001	154	14518
2014072319	011	009	4	859
2014072319	061	061	23	5568
2014072319	094	094	83	10344
2014072319	094	061	21	3277
2014072319	094	097	56	8531
2014072319	001	001	153	14508
2014072319	026	053	94	8029
2014072319	094	061	20	3191
2014072319	052	061	15	2934
2014072319	052	061	15	2895
2014072319	023	094	27	6787
2014072319	001	097	97	10759
2014072319	056	058	167	19403
2014072319	022	021	30	1641
2014072319	010	001	75	14747
2014072319	057	057	148	17197
2014072319	009	011	13	994
2014072319	057	057	152	16393
2014072319	009	011	5	871
2014072319	041	011	23	2001
2014072319	023	024	3	204
2014072319	001	102	18	3352
2014072319	007	008	31	1535
2014072319	061	102	26	4686
2014072319	024	053	109	20799
2014072319	103	103	2412	22063
2014072319	103	103	2384	22063
2014072319	103	103	2049	22063
2014072319	103	103	2049	22063
2014072319	103	103	1685	22063
2014072319	103	103	1685	22063
2014072319	103	103	1584	22063
2014072319	103	103	1439	22063
2014072319	103	103	1346	22063
2014072319	103	103	990	22063
2014072319	103	103	987	22063
2014072319	103	103	120	22063
2014072319	103	103	102	22063
2014072319	103	103	101	22063
2014072319	059	094	15	2599
2014072319	052	052	5	149
2014072319	052	102	54	7332
2014072319	061	059	95	15423
2014072319	061	059	94	15259
2014072319	052	102	46	7441
2014072319	061	052	14	2871
2014072320	102	052	20	4198
2014072320	094	094	248	20552
2014072320	010	053	24	5541
2014072320	010	053	24	5486
2014072320	003	003	67	1815
2014072320	023	022	3	383
2014072320	061	003	30	6152
2014072320	052	001	128	13389
2014072320	022	059	82	10785
2014072320	001	003	16	2329
2014072320	094	052	125	16007
2014072320	003	056	19	4090
2014072320	057	094	16	2658
2014072320	052	033	20	3565
2014072320	061	061	118	15982
2014072320	102	096	19	1915
2014072320	056	058	50	8486
2014072320	024	052	26	4923
2014072320	009	011	5	855
2014072320	094	052	119	15782
2014072320	061	094	14	3216
2014072320	003	094	12	1923
2014072320	053	001	111	17487
2014072320	053	001	111	16973
2014072320	061	058	48	4024
2014072320	024	033	8	1053
2014072320	052	013	25	4304
2014072320	061	061	35	4200
2014072320	008	052	67	13973
2014072320	003	052	106	11386
2014072320	061	061	37	5948
2014072320	052	052	66	11902
2014072320	024	033	10	927
2014072320	061	061	36	5942
2014072320	053	102	16	2709
2014072320	053	102	15	2593
2014072320	007	014	93	6895
2014072320	003	052	100	11410
2014072320	037	052	82	8653
2014072320	037	052	81	8560
2014072320	102	102	1566	35075
2014072320	033	022	9	1186
2014072320	096	094	7	955
2014072320	010	102	28	5754
2014072320	053	053	164	17375
2014072320	025	033	6	837
2014072320	056	056	111	10073
2014072320	001	056	87	16186
2014072320	094	056	8	1772
2014072320	037	001	25	4228
2014072320	097	094	16	1633
2014072320	094	094	6	471
2014072320	102	103	57	11034
2014072320	011	007	702	1223
2014072320	011	007	10	1223
2014072320	056	056	91	10179
2014072320	053	053	104	6479
2014072320	094	011	32	4690
2014072320	058	056	6	328
2014072320	102	097	22	3994
2014072320	026	052	167	17167
2014072320	061	052	43	8500
2014072320	094	052	58	10691
2014072320	094	052	57	10726
2014072321	026	052	162	16417
2014072321	094	094	23	3528
2014072321	056	056	81	12178
2014072321	102	102	71	10007
2014072321	052	058	22	3798
2014072321	022	013	20	2740
2014072321	001	052	15	1717
2014072321	003	001	5	643
2014072321	001	052	15	1733
2014072321	003	001	5	622
2014072321	003	053	40	5772
2014072321	011	007	23	3109
2014072321	061	052	71	17324
2014072321	020	037	8	1090
2014072321	053	058	85	9438
2014072321	097	097	11	1796
2014072321	053	053	128	21063
2014072321	001	053	34	5160
2014072321	021	011	113	13005
2014072321	097	097	575	7522
2014072321	001	025	23	3816
2014072321	103	058	30	4841
2014072321	052	094	882	11132
2014072321	057	002	33	4390
2014072321	053	058	76	9280
2014072321	096	025	55	8151
2014072321	052	056	13	1600
2014072321	020	022	5	712
2014072321	020	022	5	710
2014072321	037	014	17	1347
2014072321	102	001	21	3579
2014072321	102	001	22	3612
2014072321	009	010	12	947
2014072321	052	052	1	73
2014072321	059	052	13	2329
2014072321	059	052	14	2313
2014072321	059	013	112	9613
2014072321	052	061	14	2897
2014072321	097	001	16	2207
2014072321	033	033	57	14986
2014072321	033	022	19	1894
2014072321	056	061	7	1453
2014072321	010	011	29	1429
2014072321	094	053	110	14353
2014072321	094	053	110	14285
2014072321	058	058	98	12254
2014072321	061	096	537	19586
2014072321	061	058	101	19053
2014072321	061	061	24	5454
2014072321	097	097	42	2499
2014072321	022	011	83	10077
2014072321	061	001	42	8386
2014072321	058	059	132	24071
2014072321	052	020	53	5864
2014072321	011	056	29	5883
