dt	f	t	l	d
2014092713	603	078	48	8386
2014092713	009	010	20	2805
2014092713	099	099	11	1809
2014092713	298	252	331	10830
2014092713	164	164	29	1850
2014092713	059	059	91	13195
2014092713	064	064	71	10732
2014092713	064	064	69	10661
2014092713	064	064	69	10640
2014092713	014	013	2	287
2014092713	037	036	28	892
2014092713	037	037	50	4363
2014092713	239	252	147	6322
2014092713	037	037	49	4380
2014092713	062	001	22	5760
2014092713	370	370	97	9115
2014092713	054	091	29	5021
2014092714	094	054	96	16503
2014092714	053	090	42	4710
2014092714	053	090	42	4637
2014092714	390	382	5	761
2014092714	039	349	44	7743
2014092714	077	080	84	6724
2014092714	370	370	91	9299
2014092714	077	080	83	6765
2014092714	094	603	66	8441
2014092714	029	157	6	1159
2014092714	102	102	83	3838
2014092714	604	604	201	14281
2014092714	604	604	4	147
2014092714	036	013	49	3467
2014092714	093	053	28	4653
2014092714	093	053	28	4872
2014092714	265	071	23	2999
2014092714	355	438	277	20771
2014092714	604	604	196	14081
2014092714	102	102	76	3640
2014092714	602	602	112	15649
2014092714	602	602	112	15911
2014092714	074	710	68	7720
2014092714	003	355	11	1664
2014092714	074	710	67	8035
2014092714	074	080	9	971
2014092714	036	013	39	3381
2014092714	020	039	14	1992
2014092714	435	432	16	1337
2014092714	602	602	88	8870
2014092714	001	054	16	3095
2014092714	074	080	66	8480
2014092714	021	020	116	9930
2014092714	080	710	57	7149
2014092714	144	010	16	2850
2014092714	028	007	16	1888
2014092714	053	351	35	6705
2014092714	602	602	80	8776
2014092714	080	080	57	9491
2014092714	080	080	57	9562
2014092714	072	072	30	1431
2014092714	091	086	21	2284
2014092714	370	039	55	7598
2014092714	961	008	11	1468
2014092714	239	231	10	1835
2014092714	130	021	108	17561
2014092714	086	159	115	6842
2014092714	007	093	106	5738
2014092714	366	039	74	5717
2014092714	157	157	25	3154
2014092714	007	093	106	5793
2014092714	021	020	104	9393
2014092714	366	039	73	5811
2014092714	011	037	9	1784
2014092714	056	061	11	1472
2014092714	032	039	59	4151
2014092714	032	039	59	4284
2014092714	604	612	18	3210
2014092714	140	032	57	5478
2014092714	961	086	37	3665
2014092714	036	022	118	19388
2014092714	067	067	105	9154
2014092714	390	390	2	87
2014092714	067	067	105	10794
2014092714	036	022	115	19733
2014092714	140	032	55	5176
2014092714	020	115	11	1749
2014092714	390	050	28	4220
2014092714	061	064	42	4198
2014092714	961	014	61	6671
2014092714	037	023	10	1925
2014092714	053	099	324	36412
2014092714	094	086	25	3340
2014092714	140	140	51	5805
2014092714	053	099	324	36351
2014092714	061	064	18	3044
2014092714	013	052	47	5364
2014092714	013	161	25	3546
2014092714	094	086	23	3359
2014092714	022	110	21	3001
2014092714	961	086	25	3630
2014092714	351	435	20	3651
2014092714	021	021	36	3726
2014092714	036	039	9	1206
2014092714	036	039	9	1192
2014092714	062	062	111	8911
2014092714	369	370	29	2340
2014092714	021	021	34	3712
2014092714	093	071	8	1100
2014092714	096	071	23	3371
2014092715	037	022	9	1331
2014092715	072	072	26	2901
2014092715	369	370	27	2111
2014092715	604	604	108	12954
2014092715	961	961	47	5441
2014092715	021	021	22	2378
2014092715	021	072	14	1388
2014092715	687	606	53	4994
2014092715	604	604	104	12688
2014092715	081	084	5	275
2014092715	078	078	65	7618
2014092715	086	159	83	6467
2014092715	037	088	139	16227
2014092715	097	097	17	1059
2014092715	037	088	133	16156
2014092715	096	096	29	285
2014092715	096	096	29	2135
2014092715	037	039	16	2830
2014092715	062	094	23	4169
2014092715	157	020	29	3832
2014092715	077	076	6	1082
2014092715	064	064	17	2899
2014092715	054	001	19	3612
2014092715	071	032	18	1625
2014092715	071	032	16	1466
2014092715	072	021	6	880
2014092715	110	021	16	1772
2014092715	246	025	227	18520
2014092715	060	060	57	5290
2014092715	252	067	261	18059
2014092715	252	067	260	18461
2014092715	072	011	27	2399
2014092715	086	355	29	4359
2014092715	010	086	89	10630
2014092715	054	054	144	14861
2014092715	438	003	80	13797
2014092715	010	086	89	10534
2014092715	072	022	28	2871
2014092715	054	054	141	15429
2014092715	053	197	28	4543
2014092715	037	194	50	4122
2014092715	088	605	247	27256
2014092715	053	197	28	4545
2014092715	010	011	5	381
2014092715	021	086	31	3346
2014092715	060	060	15	2313
2014092715	961	961	36	4088
2014092715	021	086	29	3330
2014092715	714	601	17	3575
2014092715	064	062	43	8110
2014092715	402	137	20	3128
2014092715	072	022	20	2932
2014092715	001	001	76	3048
2014092715	064	062	43	3065
2014092715	370	390	20	2677
2014092715	032	366	49	6799
2014092715	032	366	49	6869
2014092715	007	157	28	2019
2014092715	053	053	66	9764
2014092715	370	390	18	2691
2014092715	013	041	54	2799
2014092715	013	014	18	377
2014092715	001	007	23	1172
2014092715	029	156	33	2826
2014092715	013	041	52	3404
2014092715	028	144	22	3112
2014092715	029	156	33	2944
2014092715	239	093	26	2474
2014092715	104	026	48	5180
2014092715	077	078	28	4088
2014092715	064	064	81	6328
2014092715	007	007	17	1308
2014092715	086	090	22	2981
2014092715	104	026	291	4851
2014092715	029	156	31	3001
2014092715	086	090	22	2940
2014092715	072	072	84	8251
2014092715	472	436	67	2301
2014092715	370	452	182	29361
2014092715	231	161	9	1600
2014092715	001	007	19	1210
2014092715	072	072	83	8286
2014092715	025	025	200	9920
2014092715	435	064	34	5546
2014092715	052	036	109	13475
2014092715	298	020	48	4674
2014092715	603	080	17	2078
2014092715	298	020	48	4719
2014092715	077	078	22	3702
2014092715	036	194	33	3112
2014092715	021	283	104	6977
2014092715	137	050	9	1184
2014092715	052	052	196	11057
2014092715	041	194	91	5029
2014092715	021	283	98	6965
2014092715	350	062	24	4643
2014092715	052	052	194	10653
2014092715	020	020	26	4153
2014092715	052	058	41	4427
2014092715	021	355	64	7549
2014092715	157	157	427	12680
2014092715	157	157	428	11761
2014092715	021	355	88	7565
2014092715	390	161	30	4427
2014092715	390	161	30	4500
2014092715	366	037	27	3232
2014092715	157	157	156	18629
2014092715	020	020	23	4065
2014092715	041	194	83	5035
2014092715	115	020	13	1772
2014092715	355	054	21	3199
2014092715	194	001	18	2864
2014092715	146	037	93	5227
2014092715	197	039	25	2309
2014092715	014	041	33	3305
2014092715	061	061	71	7912
2014092716	438	436	6	1157
2014092716	021	105	9	1100
2014092716	197	039	21	2325
2014092716	080	601	18	2877
2014092716	080	601	16	2909
2014092716	061	061	67	8053
2014092716	080	164	5	606
2014092716	608	608	157	17018
2014092716	157	157	146	18792
2014092716	020	252	158	17728
2014092716	014	001	57	3575
2014092716	390	369	22	3156
2014092716	390	369	23	3171
2014092716	050	071	9	1127
2014092716	039	612	48	9327
2014092716	436	350	12	2444
2014092716	601	601	65	5102
2014092716	164	143	93	15919
2014092716	028	028	150	7777
2014092716	603	710	26	5125
2014092716	603	710	26	5178
2014092716	137	071	11	1731
2014092716	072	022	11	1805
2014092716	110	086	107	7169
2014092716	452	452	6	328
2014092716	028	028	148	7526
2014092716	020	020	110	10387
2014092716	014	041	16	1127
2014092716	110	088	107	7765
2014092716	024	402	544	1484
2014092716	115	021	16	1560
2014092716	115	021	16	1529
2014092716	041	029	16	1390
2014092716	604	604	28	3367
2014092716	604	604	29	3240
2014092716	382	382	70	4086
2014092716	022	072	78	7873
2014092716	077	603	7	1359
2014092716	039	104	61	3097
2014092716	020	961	26	3287
2014092716	041	029	14	1331
2014092716	110	086	98	7081
2014092716	687	602	25	3718
2014092716	020	022	29	4888
2014092716	604	076	1214	1584
2014092716	020	020	21	594
2014092716	022	022	27	773
2014092716	110	086	35	4308
2014092716	601	601	51	5139
2014092716	011	001	39	2599
2014092716	029	157	51	4733
2014092716	110	110	4	314
2014092716	197	197	160	16066
2014092716	041	013	30	1827
2014092716	022	072	54	4572
2014092716	078	078	77	9299
2014092716	039	053	110	7745
2014092716	039	053	110	7767
2014092716	078	077	54	6224
2014092716	078	615	5570	6446
2014092716	041	013	28	1917
2014092716	057	283	24	4980
2014092716	366	370	58	7063
2014092716	366	370	58	7191
2014092716	110	086	29	4349
2014092716	197	298	106	15288
2014092716	298	052	39	4392
2014092716	144	067	59	9397
2014092716	011	157	34	1935
2014092716	164	164	73	6908
2014092716	351	061	24	4839
2014092716	021	020	49	1590
2014092716	094	099	8	1339
2014092716	080	062	53	8745
2014092716	058	052	12	1809
2014092716	080	062	55	8257
2014092716	037	020	136	5525
2014092716	370	090	48	6518
2014092716	001	053	14	2721
2014092716	081	366	8	708
2014092716	370	370	54	5866
2014092716	021	072	58	7232
2014092716	370	370	53	5887
2014092716	197	197	1	71
2014092716	062	060	11	1817
2014092716	081	366	6	679
2014092716	062	061	6	976
2014092716	020	032	24	1615
2014092716	020	032	24	1572
2014092716	020	020	320	13575
2014092716	197	039	17	2144
2014092716	231	239	9	1096
2014092716	197	025	6	886
2014092716	961	020	19	2726
2014092716	265	283	48	6248
2014092716	020	020	96	10448
2014092716	020	020	95	10789
2014092716	436	239	69	6536
2014092716	025	039	10	1261
2014092716	008	011	41	1941
2014092716	020	009	97	5094
2014092716	086	265	127	17483
2014092716	052	052	7	144
2014092716	060	057	21	1735
2014092716	025	020	35	3473
2014092716	003	007	667	682
2014092716	115	070	10	1678
2014092716	110	121	18	1306
2014092716	025	020	33	3414
2014092716	612	037	50	11243
2014092716	067	060	186	11621
2014092716	164	164	3	169
2014092716	022	088	23	3493
2014092716	021	021	19	1202
2014092716	071	011	29	1741
2014092716	071	011	29	1825
2014092716	602	602	28	1680
2014092716	350	025	105	16815
2014092716	025	081	48	4233
2014092716	062	064	26	2554
2014092716	056	052	115	7922
2014092716	164	080	27	1613
2014092716	007	133	21	2256
2014092717	026	026	14	994
2014092717	041	252	98	10340
2014092717	052	053	116	6477
2014092717	052	053	116	7659
2014092717	026	026	13	1006
2014092717	022	053	50	6534
2014092717	022	053	50	6599
2014092717	052	052	101	6207
2014092717	382	390	90	10881
2014092717	061	058	12	1157
2014092717	022	036	54	2419
2014092717	020	022	24	1390
2014092717	022	036	53	2403
2014092717	130	382	136	17054
2014092717	056	052	108	7941
2014092717	130	382	134	16591
2014092717	032	037	58	6516
2014092717	029	032	10	784
2014092717	032	037	58	6740
2014092717	041	197	61	4892
2014092717	014	366	33	2154
2014092717	041	197	60	4686
2014092717	161	054	24	3747
2014092717	053	059	12	1556
2014092717	041	197	59	4610
2014092717	161	054	23	3834
2014092717	058	212	36	7404
2014092717	041	197	58	4692
2014092717	061	197	97	15425
2014092717	121	025	34	2936
2014092717	022	021	11	496
2014092717	025	025	20	1027
2014092717	058	052	13	1794
2014092717	104	022	47	3506
2014092717	072	072	51	5515
2014092717	157	020	38	4318
2014092717	067	252	88	14841
2014092717	067	067	94	14512
2014092717	350	102	18	1882
2014092717	402	366	26	2656
2014092717	072	009	43	5811
2014092717	022	037	7	1235
2014092717	104	022	43	3945
2014092717	029	026	3	371
2014092717	133	239	7	1021
2014092717	072	009	38	5521
2014092717	020	194	51	6783
2014092717	603	077	25	3669
2014092717	144	369	145	16805
2014092717	603	077	21	3706
2014092717	130	382	113	16821
2014092717	026	007	17	1721
2014092717	050	961	6	1078
2014092717	022	020	21	2664
2014092717	026	007	16	1651
2014092717	370	071	26	4467
2014092717	021	022	50	5927
2014092717	370	071	25	4537
2014092717	064	470	16	3310
2014092717	086	612	97	12441
2014092717	086	612	96	12392
2014092717	021	009	55	4122
2014092717	402	330	52	8057
2014092717	032	028	27	965
2014092717	032	028	28	1290
2014092717	470	064	27	3297
2014092717	470	064	26	3291
2014092717	037	144	5	661
2014092717	102	252	109	15127
2014092717	032	032	20	649
2014092717	013	197	60	7406
2014092717	067	036	52	8020
2014092717	013	194	57	6887
2014092717	036	298	55	3900
2014092717	602	602	4	110
2014092717	072	072	16	2164
2014092717	025	197	46	6452
2014092717	072	298	51	3653
2014092717	071	246	21	2350
2014092717	020	020	44	494
2014092717	096	026	51	4729
2014092717	026	029	3	357
2014092717	143	026	56	3593
2014092717	102	062	45	4300
2014092717	604	615	3	710
2014092717	602	602	99	11251
2014092717	602	602	99	10716
2014092717	606	608	21	5354
2014092717	369	026	31	2080
2014092717	053	053	17	392
2014092717	102	062	43	4596
2014092717	025	025	20	982
2014092717	025	025	18	1362
2014092717	252	060	127	8014
2014092717	020	115	11	2080
2014092717	093	231	46	4616
2014092717	104	961	32	3769
2014092717	093	231	46	4069
2014092717	001	086	62	7326
2014092717	001	086	61	7481
2014092717	020	020	41	2738
2014092717	470	102	26	3426
2014092717	712	615	41	3389
2014092717	133	137	7	1231
2014092717	039	197	33	3305
2014092717	039	197	33	3361
2014092717	369	026	22	2062
2014092717	239	115	420	8118
2014092717	036	037	20	998
2014092717	036	037	20	1000
2014092717	714	603	9	1323
2014092717	020	020	19	1049
2014092718	029	011	28	1294
2014092718	028	961	27	1805
2014092718	032	370	92	5646
2014092718	020	020	31	2640
2014092718	028	961	24	2503
2014092718	020	020	31	2552
2014092718	072	022	10	1527
2014092718	039	110	6	1096
2014092718	032	370	90	5593
2014092718	093	157	11	1364
2014092718	093	157	11	1343
2014092718	252	608	4	816
2014092718	039	020	29	2877
2014092718	039	022	3	361
2014092718	050	029	24	1823
2014092718	102	058	10	2039
2014092718	062	062	59	9532
2014092718	062	062	58	8543
2014092718	608	298	25	4037
2014092718	007	283	25	4459
2014092718	022	020	24	2278
2014092718	283	052	48	5968
2014092718	239	050	12	2256
2014092718	436	061	32	7379
2014092718	436	061	32	7406
2014092718	072	032	88	10416
2014092718	022	022	15	2346
2014092718	072	032	87	10246
2014092718	056	053	4	608
2014092718	194	029	18	1923
2014092718	011	011	369	547
2014092718	032	032	62	988
2014092718	025	021	23	2025
2014092718	025	021	23	1884
2014092718	180	011	30	3508
2014092718	090	086	50	6199
2014092718	062	265	72	10263
2014092718	110	115	3	500
2014092718	086	067	18	2897
2014092718	009	011	7	916
2014092718	159	001	10	1147
2014092718	159	001	28	1102
2014092718	072	032	82	10250
2014092718	058	057	15	914
2014092718	022	041	19	2987
2014092718	037	013	65	5264
2014092718	053	053	18	3148
2014092718	037	022	45	3097
2014092718	102	059	24	2387
2014092718	020	370	49	8598
2014092718	961	081	7	1478
2014092718	022	020	5	706
2014092718	961	036	16	2452
2014092718	011	081	17	2352
2014092718	058	064	26	5139
2014092718	602	602	19	1268
2014092718	602	602	19	1280
2014092718	052	056	9	1472
2014092718	052	056	9	1590
2014092718	020	265	98	7849
2014092718	032	020	18	1523
2014092718	265	265	96	7790
2014092718	011	009	6	888
2014092718	067	231	19	2068
2014092718	265	265	96	7651
2014092718	071	050	5	549
2014092718	062	060	51	3679
2014092718	020	021	223	12552
2014092718	084	028	18	1372
2014092718	197	197	14	753
2014092718	084	028	17	1306
2014092718	084	028	17	1388
2014092718	061	061	41	5693
2014092718	061	061	41	5576
2014092718	111	093	38	5017
2014092718	020	157	26	4255
2014092718	111	093	38	4972
2014092718	111	093	37	5006
2014092718	020	090	61	6605
2014092718	058	056	81	5211
2014092718	231	239	8	804
2014092718	231	239	26	904
2014092718	071	157	7	855
2014092718	603	067	63	8948
2014092718	033	056	30	5431
2014092718	712	712	62	4735
2014092718	056	061	7	1449
2014092718	351	011	27	4594
2014092718	056	061	15	1631
2014092718	059	059	34	6283
2014092718	033	025	57	9248
2014092718	714	714	9	122
2014092718	026	369	24	2630
2014092718	026	369	24	2623
2014092718	062	064	27	3032
2014092718	011	370	24	2207
2014092718	062	064	24	2797
2014092718	608	608	49	6134
2014092718	098	098	11	918
2014092718	036	036	58	2672
2014092718	059	252	25	3892
2014092718	602	602	61	4919
2014092718	602	602	61	4904
2014092718	052	053	8	1025
2014092718	239	246	14	1006
2014092718	022	041	30	4412
2014092718	032	144	30	2805
2014092718	062	061	68	14757
2014092718	032	330	290	11055
2014092718	197	298	33	5519
2014092718	164	164	21	4126
2014092718	093	298	15	3109
2014092718	039	039	14	1039
2014092718	039	039	15	1053
2014092718	093	298	14	3199
2014092718	037	022	6	1186
2014092718	197	020	22	2395
2014092718	061	061	1	132
2014092718	231	133	10	1799
2014092718	615	604	4	710
2014092718	020	022	28	5131
2014092718	020	104	44	5936
2014092718	086	601	57	8098
2014092718	020	022	29	5051
2014092718	064	062	11	2607
2014092718	061	102	21	4037
2014092718	349	436	16	1880
2014092718	061	102	19	4012
2014092718	157	029	16	1431
2014092718	252	298	30	5219
2014092719	252	298	29	5170
2014092719	157	029	12	1272
2014092719	058	058	66	4447
2014092719	028	265	101	9356
2014092719	028	265	100	10291
2014092719	028	265	100	9509
2014092719	057	055	2	322
2014092719	086	156	86	13248
2014092719	026	013	30	2869
2014092719	133	402	8	994
2014092719	330	060	154	12407
2014092719	252	710	126	5642
2014092719	039	022	13	428
2014092719	039	022	13	436
2014092719	298	052	21	4378
2014092719	070	033	9	2615
2014092719	061	064	23	3320
2014092719	603	001	60	13895
2014092719	140	041	12	2152
2014092719	239	080	89	13213
2014092719	061	351	29	4800
2014092719	710	710	174	19552
2014092719	710	710	175	19550
2014092719	239	080	87	12919
2014092719	239	350	11	2205
2014092719	064	062	19	2779
2014092719	137	137	15	618
2014092719	064	062	19	2656
2014092719	137	137	14	835
2014092719	402	472	8	969
2014092719	605	606	16	1762
2014092719	055	055	27	890
2014092719	011	009	25	2456
2014092719	055	055	35	1172
2014092719	246	246	29	2305
2014092719	239	080	79	12245
2014092719	144	330	258	7996
2014092719	239	080	76	12486
2014092719	432	060	138	11610
2014092719	021	020	14	2617
2014092719	432	330	6	896
2014092719	133	239	69	1006
2014092719	001	001	227	13076
2014092719	071	001	13	1449
2014092719	081	143	12	2703
2014092719	007	239	24	2432
2014092719	603	164	14	2679
2014092719	007	138	8	1892
2014092719	039	037	10	1317
2014092719	001	001	224	11966
2014092719	007	239	21	2323
2014092719	052	096	7	1225
2014092719	032	144	9	1613
2014092719	055	096	56	1999
2014092719	961	013	5	796
2014092719	710	438	76	10455
2014092719	710	438	76	10379
2014092719	355	298	40	7097
2014092719	355	298	38	7061
2014092719	355	298	37	7055
2014092719	064	470	22	3583
2014092719	077	164	8	1672
2014092719	022	026	23	3267
2014092719	022	026	30	3154
2014092719	022	026	26	3042
2014092719	009	032	1126	13601
2014092719	246	180	13	3052
2014092719	067	157	40	4043
2014092719	056	053	3	530
2014092719	144	033	16	3173
2014092719	053	056	3	606
2014092719	071	071	50	2360
2014092719	351	470	12	2140
2014092719	033	197	214	5911
2014092719	020	370	545	42191
2014092719	099	057	3	602
2014092719	022	020	4	667
2014092719	021	022	62	7635
2014092719	164	612	17	3205
2014092720	081	402	21	2840
2014092720	001	011	78	5774
2014092720	710	091	86	5864
2014092720	710	091	85	5846
2014092720	013	093	85	8178
2014092720	246	086	29	4598
2014092720	020	020	24	1572
2014092720	096	071	30	3005
2014092720	039	021	33	4494
2014092720	096	071	31	2987
2014092720	061	062	6	951
2014092720	013	093	76	8096
2014092720	161	239	4	765
2014092720	078	603	5	812
2014092720	078	603	5	818
2014092720	039	021	28	4563
2014092720	056	061	8	1447
2014092720	037	029	14	1919
2014092720	436	349	13	1660
2014092720	037	029	13	1935
2014092720	283	067	17	1927
2014092720	144	036	8	1059
2014092720	060	060	44	1084
2014092720	039	037	21	4141
2014092720	060	060	43	1190
2014092720	159	355	33	2305
2014092720	606	606	60	6066
2014092720	612	606	51	6046
2014092720	020	071	107	8611
2014092720	612	606	50	5983
2014092720	052	351	41	7747
2014092720	231	239	8	1331
2014092720	039	003	1092	11712
2014092720	472	603	71	13454
2014092720	252	603	66	8063
2014092720	102	067	92	9687
2014092720	026	029	6	451
2014092720	026	029	3	361
2014092720	026	029	3	361
2014092720	086	088	13	512
2014092720	605	164	28	4661
2014092720	067	052	19	3881
2014092720	606	606	47	5872
2014092720	057	056	55	5366
2014092720	003	010	1343	15451
2014092720	003	382	53	5858
2014092720	076	452	39	7367
2014092720	076	452	38	7204
2014092720	076	452	37	7238
2014092720	102	067	80	9044
2014092720	252	067	78	4945
2014092720	033	011	48	5125
2014092720	033	011	47	5190
2014092720	252	067	74	6569
2014092720	062	710	33	5513
2014092720	157	036	40	4465
2014092720	061	056	5	1445
2014092720	096	452	4	957
2014092720	252	067	70	5599
2014092720	452	159	23	2920
2014092720	452	159	22	2999
2014092720	022	036	18	1801
2014092720	161	355	19	2597
2014092720	052	064	24	5995
2014092720	466	094	4	594
2014092720	603	078	7	812
2014092720	603	078	4	829
2014092720	452	252	36	3789
2014092720	239	156	10	1398
2014092720	355	602	58	7547
2014092720	452	252	32	3326
2014092721	157	071	15	1364
2014092721	452	252	33	3630
2014092721	164	164	16	2726
2014092721	086	086	74	5027
2014092721	086	086	48	5019
2014092721	612	164	27	3254
2014092721	086	086	47	5060
2014092721	231	161	28	2548
2014092721	156	033	31	5468
2014092721	144	239	336	28449
2014092721	355	033	11	1997
2014092721	076	687	11	1500
2014092721	164	605	26	4547
2014092721	710	605	28	4486
2014092721	029	041	15	2123
2014092721	029	041	14	2066
2014092721	137	137	19	1549
2014092721	137	137	18	1278
2014092721	452	239	14	1588
2014092721	452	239	14	1764
2014092721	452	239	13	1631
2014092721	455	455	327	4751
2014092721	033	231	24	4151
2014092721	037	039	9	1643
2014092721	615	604	4	708
2014092721	036	351	118	15592
2014092721	104	156	320	22098
2014092721	144	146	5	651
2014092721	961	370	12	2850
2014092721	094	096	26	1235
2014092721	041	283	67	7279
2014092721	041	197	90	9793
2014092722	602	712	16	2434
2014092722	355	099	38	3371
2014092722	612	604	16	3007
2014092722	039	265	47	4633
2014092722	026	029	132	2962
2014092722	001	246	6	739
2014092722	058	059	4	532
2014092722	071	028	11	1362
2014092722	071	028	12	1323
2014092722	603	077	10	1929
2014092722	246	246	31	4815
2014092722	055	058	4	833
2014092722	608	608	47	3479
2014092722	608	608	46	3638
2014092722	265	072	48	5711
2014092722	157	009	34	3781
2014092722	022	020	3	649
2014092722	021	121	32	2597
2014092722	382	382	7	149
2014092723	037	014	11	1229
2014092723	021	121	20	2583
2014092723	014	157	13	1995
2014092723	020	020	6	867
2014092723	466	094	4	606
2014092723	072	072	153	9854
2014092723	011	133	16	2826
2014092723	156	159	16	1125
2014092723	603	078	28	5158
2014092723	037	088	88	13822
2014092723	011	143	106	6756
2014092800	239	099	18	2846
2014092800	020	070	87	6871
2014092800	020	070	86	6730
2014092800	159	355	14	2123
2014092800	606	605	10	1568
2014092800	088	091	49	6130
2014092800	032	032	18	275
2014092800	088	091	48	6011
2014092800	355	033	12	1976
2014092800	137	010	5	955
2014092801	351	099	10	1609
2014092801	076	078	5	610
2014092801	036	022	6	831
2014092801	036	022	6	827
2014092801	143	137	29	3095
2014092801	070	025	28	2885
2014092801	070	025	26	2928
2014092802	025	052	45	5797
2014092802	025	052	44	5793
2014092802	003	231	13	2050
2014092802	115	037	21	2640
2014092802	115	037	21	2609
2014092802	115	037	20	2679
2014092802	115	037	19	2634
2014092802	466	094	32	4474
2014092802	076	055	25	4621
2014092802	072	086	140	8180
2014092803	086	094	23	3420
2014092803	094	466	13	663
2014092803	435	349	13	2338
2014092803	608	608	12	312
2014092803	037	138	26	3130
2014092803	037	138	25	3169
2014092804	138	159	23	2822
2014092804	138	159	23	2783
2014092804	159	091	24	3058
2014092804	159	091	24	2989
2014092804	010	137	5	757
2014092805	039	029	16	2791
2014092805	091	961	28	2458
2014092805	091	961	28	2511
2014092805	025	021	21	1372
2014092805	961	115	624	3647
2014092805	961	115	626	3553
2014092806	143	026	7	1633
2014092807	097	097	14	2468
2014092808	472	437	22	3042
2014092808	026	143	8	1625
2014092808	437	143	53	6812
2014092808	037	037	5	467
2014092808	157	007	1	298
2014092808	330	246	19	2501
2014092808	157	009	12	1076
2014092809	608	231	16	3109
2014092809	011	355	15	2499
2014092809	231	402	15	2542
2014092809	298	601	115	10328
2014092809	283	103	17	95
2014092809	143	010	16	1927
2014092809	330	330	57	3326
2014092809	143	104	18	2585
2014092809	100	064	20	3900
2014092809	455	053	10	2244
2014092809	094	056	13	1923
2014092810	064	062	9	2458
2014092810	052	056	9	1462
2014092810	020	020	10	1850
2014092810	056	390	65	9493
2014092810	062	060	6	1386
2014092810	003	026	14	2101
2014092810	056	052	8	1451
2014092810	052	455	13	2080
2014092810	086	612	25	4774
2014092810	472	138	18	3847
2014092810	100	055	6	1104
2014092811	028	105	19	3412
2014092811	096	097	31	3089
2014092811	056	061	31	7077
2014092811	138	133	6	1357
2014092811	013	143	8	1137
2014092811	064	061	23	3056
2014092811	062	059	8	1278
2014092811	011	007	7	1200
2014092811	105	110	26	3148
2014092811	687	615	9	1664
2014092811	061	057	23	5374
2014092811	001	011	11	2238
2014092811	402	231	17	2595
2014092811	032	961	10	565
2014092811	110	115	39	5268
2014092811	032	961	7	628
2014092811	455	052	8	2221
2014092811	061	052	27	3941
2014092811	097	097	27	2846
2014092811	961	028	32	2511
2014092811	058	057	7	967
2014092811	961	028	33	2380
2014092811	246	011	12	2385
2014092811	137	137	115	8206
2014092811	137	137	115	8092
2014092811	002	002	17	1002
2014092811	231	608	19	3136
2014092811	180	091	22	3651
2014092811	470	437	9	2060
2014092811	602	602	122	17154
2014092811	602	602	123	16881
2014092812	382	067	317	29288
2014092812	022	115	11	1997
2014092812	604	603	20	3438
2014092812	604	612	25	5443
2014092812	094	438	159	17849
2014092812	052	056	56	5521
2014092812	435	139	271	35338
2014092812	466	605	118	20622
2014092812	466	094	4	608
2014092812	961	961	52	7763
2014092812	615	615	27	4359
2014092812	094	605	112	19882
2014092812	710	612	5	935
2014092812	052	061	28	5705
2014092812	602	602	26	4831
2014092812	164	164	103	3800
2014092812	139	064	70	5076
2014092812	021	020	2	255
2014092812	086	086	15	1921
2014092812	603	002	46	9011
2014092812	037	037	40	7189
2014092812	137	001	115	7702
2014092812	020	110	29	2895
2014092812	102	053	54	6054
2014092813	231	350	32	4502
2014092813	102	053	51	6205
2014092813	064	064	50	4216
2014092813	102	064	9	1982
2014092813	032	021	27	3279
2014092813	032	021	27	3516
2014092813	246	062	66	7894
2014092813	094	455	8	1423
2014092813	056	064	31	4539
2014092813	712	080	26	3207
2014092813	712	080	26	3473
2014092813	064	064	41	4016
2014092813	011	157	16	1519
2014092813	061	061	26	5623
2014092813	011	157	15	1494
2014092813	064	062	11	2503
2014092813	062	099	316	4712
2014092813	052	099	20	3161
2014092813	076	086	111	16891
2014092813	076	086	111	16866
2014092813	041	026	11	1188
2014092813	608	086	115	12944
2014092813	077	076	7	1033
2014092813	110	021	53	6581
2014092813	239	062	106	8225
2014092813	239	062	106	8907
2014092813	115	014	36	3499
2014092813	143	143	1159	13908
2014092813	298	298	154	21138
2014092813	110	144	13	2023
2014092813	094	098	20	1713
2014092813	351	351	62	10089
2014092813	096	094	136	15255
2014092813	094	098	18	1666
2014092813	267	267	116	10612
2014092813	351	351	59	10148
2014092813	080	080	28	3109
2014092813	080	080	28	3138
2014092813	076	056	58	14510
2014092813	246	231	5	882
2014092813	157	022	33	3973
2014092813	061	061	28	5644
2014092813	007	137	13	1351
2014092813	437	470	9	2054
2014092813	099	062	25	5595
2014092813	003	052	27	2983
2014092813	003	052	27	2897
2014092813	098	102	11	1364
2014092813	601	601	102	9766
2014092813	098	102	10	1366
2014092813	601	601	101	9291
2014092813	605	090	103	13021
2014092813	605	090	100	13103
2014092814	094	355	18	1931
2014092814	094	060	114	18114
2014092814	032	961	4	618
2014092814	078	603	5	841
2014092814	102	102	26	1786
2014092814	080	710	24	3275
2014092814	080	710	23	3381
2014092814	021	022	3	426
2014092814	231	239	4	786
2014092814	021	022	2	428
2014092814	020	432	843	19964
2014092814	604	604	76	8237
2014092814	102	102	24	1715
2014092814	604	604	75	8335
2014092814	064	064	29	4970
2014092814	231	239	25	980
2014092814	603	080	119	10577
2014092814	061	052	15	2881
2014092814	067	090	13	1690
2014092814	067	090	11	1682
2014092814	011	011	2	108
2014092814	041	041	111	9354
2014092814	052	052	16	285
2014092814	011	009	6	878
